




class_5 PathMinHeap
class_1193 ListFixer
class_1194 ItemWrittenBookPagesStrictJsonFix
class_1195 LevelFlatGeneratorInfoFix
class_1196 LevelDataGeneratorOptionsFix
class_1197 ChoiceFix
class_1198 MobSpawnerEntityIdentifiersFix
class_1199 ObjectiveRenderTypeFix
class_1200 ObjectiveDisplayNameFix
class_1201 OptionsKeyLwjgl3Fix
class_1202 OptionsForceVBOFix
class_1203 OptionsLowerCaseLanguageFix
class_1204 OptionsKeyTranslationFix
class_1205 RecipeRenamingFix
class_1206 RecipeFix
class_1207 LegacyCoralFanBlockMapping
class_1208 TypeReferences
class_1209 SavedDataVillageCropFix
class_1210 LegacyCoralBlockMapping
class_1211 EntityRenameFix
class_1212 EntitySimpleTransformFix
class_1213 StatsRenameFix
class_1214 StatsCounterFix
class_1215 AddTrappedChestFix
class_1216 ListFixer
class_1217 TeamDisplayNameFix
class_1218 WriteAndReadFix
class_1219 VillagerTradeFix
class_1220 IdentifierNormalizingSchema
class_1221 Schema102
class_1222 Schema100
class_1223 Schema106
class_1224 Schema1022
class_1225 Schema1125
class_1226 Schema107
class_1227 Schema143
class_1228 Schema135
class_1229 Schema1451v1
class_1230 Schema1451
class_1231 Schema1451v3
class_1232 Schema1451v2
class_1233 Schema1451v5
class_1234 Schema1451v4
class_1235 Schema1451v7
class_1236 Schema1451v6
class_1237 Schema1466
class_1238 Schema1460
class_1239 Schema1481
class_1240 Schema1470
class_1241 Schema1486
class_1242 Schema1483
class_1243 Schema1510
class_1244 Schema1801
class_1245 Schema1800
class_1246 Schema700
class_1247 Schema501
class_1248 Schema702
class_1249 Schema701
class_1250 Schema704
class_1251 Schema703
class_1252 Schema808
class_1253 Schema705
class_1254 Schema99
class_1255 ThreadExecutor

class_1257 WorldUpdater
class_1258 DoubleInventory
class_1259 BossBar
class_1260 Color
class_1261 Style
class_1262 Inventories
class_1263 Inventory
class_1264 ItemScatterer
class_1265 InventoryChangedListener
class_1266 LocalDifficulty
class_1267 Difficulty
class_1268 Hand
class_1269 ActionResult
class_1270 ScreenHandlerFactory
class_1271 TypedActionResult

class_1273 ContainerLock

class_1275 Nameable

class_1277 SimpleInventory
class_1278 SidedInventory

class_1280 DamageUtil
class_1281 DamageRecord
class_1282 DamageSource
class_1283 DamageTracker
class_1284 ProjectileDamageSource
class_1285 EntityDamageSource
class_1286 BadRespawnPointDamageSource
class_1287 DamageModifierStatusEffect
class_1288 AbsorptionStatusEffect
class_1289 InstantStatusEffect
class_1290 HealthBoostStatusEffect
class_1291 StatusEffect
class_1292 StatusEffectUtil
class_1293 StatusEffectInstance
class_1294 StatusEffects
class_1295 AreaEffectCloudEntity
class_1296 PassiveEntity
class_1297 Entity

class_1299 EntityType
class_1300 Builder
class_1301 EntityPredicates
class_1302 Equipable
class_1303 ExperienceOrbEntity
class_1304 EquipmentSlot
class_1305 Type
class_1306 Arm
class_1307 FlyingEntity
class_1308 MobEntity
class_1309 LivingEntity
class_1310 EntityGroup
class_1311 SpawnGroup

class_1313 MovementType
class_1314 PathAwareEntity
class_1315 EntityData
class_1316 JumpingMount
class_1317 SpawnRestriction
class_1318 Entry
class_1319 Location
class_1320 EntityAttribute
class_1321 TameableEntity
class_1322 EntityAttributeModifier
class_1323 Operation
class_1324 EntityAttributeInstance




class_1329 ClampedEntityAttribute
class_1330 BodyControl
class_1331 FlightMoveControl
class_1332 YawAdjustingLookControl
class_1333 LookControl
class_1334 JumpControl
class_1335 MoveControl
class_1336 State
class_1337 WolfBegGoal
class_1338 FleeEntityGoal
class_1339 BreakDoorGoal
class_1340 ChaseBoatState
class_1341 AnimalMateGoal
class_1342 BreatheAirGoal
class_1343 DoorInteractGoal
class_1344 EscapeSunlightGoal
class_1345 EatGrassGoal
class_1346 ChaseBoatGoal
class_1347 SwimGoal
class_1348 FollowMobGoal
class_1349 FollowGroupLeaderGoal
class_1350 FollowOwnerGoal

class_1352 Goal
class_1353 FollowParentGoal

class_1355 GoalSelector

class_1357 DolphinJumpGoal
class_1358 StopAndLookAtEntityGoal
class_1359 PounceAtTargetGoal
class_1360 SitOnOwnerShoulderGoal
class_1361 LookAtEntityGoal
class_1362 FormCaravanGoal

class_1364 LookAtCustomerGoal

class_1366 MeleeAttackGoal
class_1367 MoveToTargetPosGoal
class_1368 MoveThroughVillageGoal
class_1369 WanderNearTargetGoal
class_1370 GoToWalkTargetGoal
class_1371 AttackGoal
class_1372 IronGolemLookGoal
class_1373 CatSitOnBlockGoal
class_1374 EscapeDangerGoal

class_1376 LookAroundGoal

class_1378 SwimAroundGoal
class_1379 WanderAroundGoal
class_1380 BowAttackGoal
class_1381 ProjectileAttackGoal
class_1382 StepAndDestroyBlockGoal
class_1383 CrossbowAttackGoal
class_1384 AvoidSunlightGoal

class_1386 SitGoal
class_1387 HorseBondWithPlayerGoal

class_1389 CreeperIgniteGoal
class_1390 StopFollowingCustomerGoal
class_1391 TemptGoal

class_1393 MoveIntoWaterGoal
class_1394 WanderAroundFarGoal
class_1395 FlyGoal
class_1396 ZombieAttackGoal
class_1397 TrackIronGolemTargetGoal

class_1399 RevengeGoal
class_1400 ActiveTargetGoal


class_1403 TrackOwnerAttackerGoal
class_1404 UntamedActiveTargetGoal
class_1405 TrackTargetGoal
class_1406 AttackWithOwnerGoal
class_1407 BirdNavigation
class_1408 EntityNavigation
class_1409 MobNavigation
class_1410 SpiderNavigation

class_1412 SwimNavigation
class_1413 MobVisibilityCache





class_1419 ZombieSiegeManager
class_1420 BatEntity
class_1421 AmbientEntity
class_1422 FishEntity
class_1423 FishMoveControl
class_1424 SwimToRandomPlaceGoal
class_1425 SchoolingFishEntity
class_1426 FishData
class_1427 GolemEntity
class_1428 ChickenEntity
class_1429 AnimalEntity
class_1430 CowEntity
class_1431 CodEntity
class_1432 Flutterer
class_1433 DolphinEntity

class_1435 LeadToNearbyTreasureGoal
class_1436 SwimWithPlayerGoal
class_1437 PlayWithItemsGoal
class_1438 MooshroomEntity
class_1439 IronGolemEntity
class_1440 PandaEntity
class_1441 PandaFleeGoal
class_1442 PandaMateGoal
class_1443 Gene
class_1444 PandaRevengeGoal
class_1445 LieOnBackGoal
class_1446 PandaMoveControl
class_1447 PandaEscapeDangerGoal
class_1448 PlayGoal
class_1449 PickUpFoodGoal
class_1450 SneezeGoal
class_1451 CatEntity
class_1452 PigEntity
class_1453 ParrotEntity
class_1454 PufferfishEntity
class_1455 InflateGoal
class_1456 PolarBearEntity
class_1457 ProtectBabiesGoal

class_1459 PolarBearRevengeGoal
class_1460 AttackGoal
class_1461 PolarBearEscapeDangerGoal
class_1462 SalmonEntity
class_1463 RabbitEntity
class_1464 RabbitAttackGoal
class_1465 FleeGoal
class_1466 RabbitData

class_1468 RabbitMoveControl
class_1469 EscapeDangerGoal
class_1470 EatCarrotCropGoal
class_1471 TameableShoulderEntity
class_1472 SheepEntity
class_1473 SnowGolemEntity
class_1474 TropicalFishEntity
class_1475 Variety
class_1476 TropicalFishData
class_1477 SquidEntity
class_1478 EscapeAttackerGoal
class_1479 SwimGoal
class_1480 WaterCreatureEntity
class_1481 TurtleEntity
class_1482 MateGoal
class_1483 GoHomeGoal
class_1484 WanderInWaterGoal
class_1485 LayEggGoal
class_1486 TurtleMoveControl
class_1487 TurtleEscapeDangerGoal
class_1488 TurtleSwimNavigation
class_1489 WanderOnLandGoal

class_1491 TravelGoal
class_1492 AbstractDonkeyEntity
class_1493 WolfEntity
class_1494 AvoidLlamaGoal
class_1495 DonkeyEntity
class_1496 AbstractHorseEntity

class_1498 HorseEntity
class_1499 HorseData
class_1500 MuleEntity
class_1501 LlamaEntity
class_1502 ChaseWolvesGoal
class_1503 LlamaData
class_1504 SpitRevengeGoal
class_1505 SkeletonHorseTrapTriggerGoal
class_1506 SkeletonHorseEntity
class_1507 ZombieHorseEntity
class_1508 EnderDragonPart

class_1510 EnderDragonEntity
class_1511 EndCrystalEntity
class_1512 AbstractPhase
class_1513 ChargingPlayerPhase
class_1514 AbstractSittingPhase
class_1515 DyingPhase
class_1516 HoverPhase
class_1517 HoldingPatternPhase
class_1518 LandingPhase
class_1519 LandingApproachPhase
class_1520 SittingAttackingPhase
class_1521 Phase
class_1522 SittingScanningPhase
class_1523 SittingFlamingPhase
class_1524 TakeoffPhase
class_1525 StrafePlayerPhase
class_1526 PhaseManager
class_1527 PhaseType
class_1528 WitherEntity
class_1529 DescendAtHalfHealthGoal
class_1530 AbstractDecorationEntity
class_1531 ArmorStandEntity
class_1532 LeashKnotEntity
class_1533 ItemFrameEntity
class_1534 PaintingEntity
class_1535 PaintingVariant
class_1536 FishingBobberEntity
class_1537 State
class_1538 LightningEntity

class_1540 FallingBlockEntity
class_1541 TntEntity
class_1542 ItemEntity
class_1543 IllagerEntity
class_1544 State
class_1545 BlazeEntity
class_1546 ShootFireballGoal
class_1547 AbstractSkeletonEntity
class_1548 CreeperEntity
class_1549 CaveSpiderEntity
class_1550 ElderGuardianEntity
class_1551 DrownedEntity
class_1552 DrownedAttackGoal

class_1554 LeaveWaterGoal
class_1555 WanderAroundOnSurfaceGoal
class_1556 DrownedMoveControl
class_1557 TargetAboveWaterGoal
class_1558 TridentAttackGoal
class_1559 EndermiteEntity
class_1560 EndermanEntity
class_1561 PlaceBlockGoal
class_1562 TeleportTowardsPlayerGoal
class_1563 PickUpBlockGoal
class_1564 EvokerEntity
class_1565 ConjureFangsGoal
class_1566 LookAtTargetOrWololoTarget
class_1567 SummonVexGoal
class_1568 WololoGoal
class_1569 Monster
class_1570 GiantEntity
class_1571 GhastEntity
class_1572 LookAtTargetGoal
class_1573 GhastMoveControl
class_1574 ShootFireballGoal
class_1575 FlyRandomlyGoal
class_1576 HuskEntity
class_1577 GuardianEntity
class_1578 FireBeamGoal
class_1579 GuardianTargetPredicate
class_1580 GuardianMoveControl
class_1581 IllusionerEntity
class_1582 BlindTargetGoal
class_1583 GiveInvisibilityGoal
class_1584 RavagerEntity
class_1585 AttackGoal
class_1586 Navigation
class_1587 PathNodeMaker
class_1588 HostileEntity
class_1589 MagmaCubeEntity
class_1590 ZombifiedPiglinEntity


class_1593 PhantomEntity
class_1594 PhantomMovementType
class_1595 FindTargetGoal
class_1596 StartAttackGoal
class_1597 PhantomBodyControl
class_1598 CircleMovementGoal
class_1599 PhantomLookControl
class_1600 PhantomMoveControl
class_1601 MovementGoal
class_1602 SwoopMovementGoal
class_1603 RangedAttackMob
class_1604 PillagerEntity

class_1606 ShulkerEntity
class_1607 ShootBulletGoal
class_1608 ShulkerBodyControl
class_1609 TargetOtherTeamGoal
class_1610 TargetPlayerGoal
class_1611 PeekGoal

class_1613 SkeletonEntity
class_1614 SilverfishEntity
class_1615 WanderAndInfestGoal
class_1616 CallForHelpGoal
class_1617 SpellcastingIllagerEntity
class_1618 Spell
class_1619 LookAtTargetGoal
class_1620 CastSpellGoal
class_1621 SlimeEntity
class_1622 FaceTowardTargetGoal
class_1623 SwimmingGoal
class_1624 MoveGoal
class_1625 SlimeMoveControl
class_1626 RandomLookGoal
class_1627 StrayEntity
class_1628 SpiderEntity
class_1629 AttackGoal
class_1630 SpiderData
class_1631 TargetGoal
class_1632 VindicatorEntity
class_1633 TargetGoal
class_1634 VexEntity
class_1635 ChargeTargetGoal
class_1636 TrackOwnerTargetGoal
class_1637 VexMoveControl
class_1638 LookAtTargetGoal
class_1639 WitherSkeletonEntity
class_1640 WitchEntity
class_1641 ZombieVillagerEntity
class_1642 ZombieEntity
class_1643 DestroyEggGoal
class_1644 ZombieData
class_1645 SimpleMerchant
class_1646 VillagerEntity

class_1648 EnchantBookFactory



class_1652 Factory

class_1654 SellMapFactory
class_1655 Npc
class_1656 PlayerAbilities
class_1657 PlayerEntity
class_1658 SleepFailureReason
class_1659 ChatVisibility

class_1661 PlayerInventory
class_1662 RecipeMatcher
class_1663 Matcher
class_1664 PlayerModelPart
class_1665 PersistentProjectileEntity
class_1666 PickupPermission
class_1667 ArrowEntity
class_1668 ExplosiveProjectileEntity
class_1669 EvokerFangsEntity
class_1670 DragonFireballEntity
class_1671 FireworkRocketEntity
class_1672 EyeOfEnderEntity
class_1673 LlamaSpitEntity
class_1674 FireballEntity
class_1675 ProjectileUtil
class_1676 ProjectileEntity
class_1677 SmallFireballEntity
class_1678 ShulkerBulletEntity
class_1679 SpectralArrowEntity
class_1680 SnowballEntity
class_1681 EggEntity
class_1682 ThrownEntity
class_1683 ExperienceBottleEntity
class_1684 EnderPearlEntity
class_1685 TridentEntity
class_1686 PotionEntity
class_1687 WitherSkullEntity
class_1688 AbstractMinecartEntity
class_1689 Type
class_1690 BoatEntity
class_1691 Location
class_1692 Type
class_1693 StorageMinecartEntity
class_1694 ChestMinecartEntity
class_1695 MinecartEntity
class_1696 FurnaceMinecartEntity
class_1697 CommandBlockMinecartEntity
class_1698 CommandExecutor
class_1699 SpawnerMinecartEntity
class_1700 HopperMinecartEntity
class_1701 TntMinecartEntity
class_1702 HungerManager
class_1703 ScreenHandler
class_1704 BeaconScreenHandler
class_1705 PaymentSlot
class_1706 AnvilScreenHandler
class_1707 GenericContainerScreenHandler
class_1708 BrewingStandScreenHandler
class_1709 FuelSlot
class_1710 IngredientSlot
class_1711 PotionSlot
class_1712 ScreenHandlerListener
class_1713 SlotActionType
class_1714 CraftingScreenHandler
class_1715 CraftingInventory
class_1716 Generic3x3ContainerScreenHandler
class_1717 FurnaceFuelSlot
class_1718 EnchantmentScreenHandler
class_1719 FurnaceOutputSlot
class_1720 AbstractFurnaceScreenHandler

class_1722 HopperScreenHandler
class_1723 PlayerScreenHandler
class_1724 HorseScreenHandler
class_1725 MerchantInventory
class_1726 LoomScreenHandler
class_1727 TradeOutputSlot
class_1728 MerchantScreenHandler
class_1729 AbstractRecipeScreenHandler
class_1730 EnderChestInventory
class_1731 CraftingResultInventory
class_1732 RecipeUnlocker
class_1733 ShulkerBoxScreenHandler
class_1734 CraftingResultSlot
class_1735 Slot
class_1736 ShulkerBoxSlot
class_1737 RecipeInputProvider
class_1738 ArmorItem
class_1739 AirBlockItem
class_1740 ArmorMaterials
class_1741 ArmorMaterial
class_1742 ArmorStandItem
class_1743 AxeItem
class_1744 ArrowItem
class_1745 BannerPatternItem
class_1746 BannerItem
class_1747 BlockItem
class_1748 BedItem
class_1749 BoatItem
class_1750 ItemPlacementContext
class_1751 BookItem
class_1752 BoneMealItem
class_1753 BowItem
class_1754 GlassBottleItem
class_1755 BucketItem
class_1756 StewItem
class_1757 ChorusFruitItem
class_1758 OnAStickItem
class_1759 CompassItem

class_1761 ItemGroup
class_1762 NetworkSyncedItem
class_1763 DebugStickItem
class_1764 CrossbowItem
class_1765 TallBlockItem
class_1766 MiningToolItem
class_1767 DyeColor
class_1768 DyeableItem
class_1769 DyeItem
class_1770 ElytraItem
class_1771 EggItem
class_1772 EnchantedBookItem
class_1773 EmptyMapItem
class_1774 EndCrystalItem
class_1775 EnchantedGoldenAppleItem
class_1776 EnderPearlItem
class_1777 EnderEyeItem
class_1778 FireChargeItem
class_1779 ExperienceBottleItem
class_1780 FireworkStarItem
class_1781 FireworkRocketItem
class_1782 Type


class_1785 EntityBucketItem
class_1786 FlintAndSteelItem
class_1787 FishingRodItem
class_1788 CommandBlockItem

class_1790 DecorationItem

class_1792 Item
class_1793 Settings
class_1794 HoeItem
class_1795 ItemFrameItem
class_1796 ItemCooldownManager
class_1797 Entry
class_1798 AliasedBlockItem
class_1799 ItemStack
class_1800 ModelPredicateProvider
class_1801 KnowledgeBookItem
class_1802 Items
class_1803 LingeringPotionItem
class_1804 LeadItem
class_1805 MilkBucketItem
class_1806 FilledMapItem
class_1807 NameTagItem
class_1808 MinecartItem
class_1809 SkullItem
class_1810 PickaxeItem
class_1811 RangedWeaponItem
class_1812 PotionItem
class_1813 MusicDiscItem
class_1814 Rarity

class_1816 SaddleItem
class_1817 ServerItemCooldownManager

class_1819 ShieldItem
class_1820 ShearsItem
class_1821 ShovelItem
class_1822 SignItem
class_1823 SnowballItem
class_1824 NetherStarItem
class_1825 SpectralArrowItem
class_1826 SpawnEggItem
class_1827 WallStandingBlockItem
class_1828 SplashPotionItem
class_1829 SwordItem
class_1830 SuspiciousStewItem
class_1831 ToolItem
class_1832 ToolMaterial
class_1833 TippedArrowItem
class_1834 ToolMaterials
class_1835 TridentItem
class_1836 TooltipContext
class_1837 Default
class_1838 ItemUsageContext
class_1839 UseAction
class_1840 WritableBookItem
class_1841 PlaceableOnWaterItem
class_1842 Potion
class_1843 WrittenBookItem
class_1844 PotionUtil
class_1845 BrewingRecipeRegistry
class_1846 Recipe
class_1847 Potions
class_1848 BannerDuplicateRecipe
class_1849 ArmorDyeRecipe
class_1850 BookCloningRecipe
class_1851 FireworkRocketRecipe
class_1852 SpecialCraftingRecipe
class_1853 FireworkStarRecipe
class_1854 FireworkStarFadeRecipe
class_1855 MapCloningRecipe
class_1856 Ingredient
class_1857 StackEntry
class_1858 TagEntry
class_1859 Entry
class_1860 Recipe
class_1861 MapExtendingRecipe

class_1863 RecipeManager

class_1865 RecipeSerializer
class_1866 SpecialRecipeSerializer
class_1867 ShapelessRecipe
class_1868 Serializer
class_1869 ShapedRecipe
class_1870 Serializer
class_1871 ShulkerBoxColoringRecipe
class_1872 ShieldDecorationRecipe
class_1873 SuspiciousStewRecipe
class_1874 AbstractCookingRecipe

class_1876 TippedArrowRecipe
class_1877 FlameEnchantment
class_1878 PowerEnchantment
class_1879 PunchEnchantment
class_1880 InfinityEnchantment
class_1881 PiercingEnchantment
class_1882 DamageEnchantment
class_1883 BindingCurseEnchantment
class_1884 EfficiencyEnchantment
class_1885 UnbreakingEnchantment
class_1886 EnchantmentTarget
class_1887 Enchantment
class_1888 Rarity
class_1889 EnchantmentLevelEntry
class_1890 EnchantmentHelper
class_1891 Consumer
class_1892 FireAspectEnchantment
class_1893 Enchantments
class_1894 FrostWalkerEnchantment
class_1895 LureEnchantment
class_1896 LuckEnchantment
class_1897 KnockbackEnchantment
class_1898 MultishotEnchantment
class_1899 MendingEnchantment
class_1900 ProtectionEnchantment
class_1901 Type
class_1902 RespirationEnchantment
class_1903 SweepingEnchantment
class_1904 QuickChargeEnchantment
class_1905 ChannelingEnchantment
class_1906 ThornsEnchantment
class_1907 LoyaltyEnchantment
class_1908 ImpalingEnchantment
class_1909 SilkTouchEnchantment
class_1910 RiptideEnchantment
class_1911 VanishingCurseEnchantment
class_1912 AquaAffinityEnchantment
class_1913 DepthStriderEnchantment
class_1914 TradeOffer
class_1915 Merchant
class_1916 TradeOfferList
class_1917 MobSpawnerLogic
class_1918 CommandBlockExecutor
class_1919 BlockEvent
class_1920 BlockRenderView
class_1921 RenderLayer
class_1922 BlockView
class_1923 ChunkPos
class_1924 EntityView

class_1926 FoliageColors
class_1927 Explosion
class_1928 GameRules



class_1932 ForcedChunkState
class_1933 GrassColors
class_1934 GameMode
class_1935 ItemConvertible
class_1936 WorldAccess
class_1937 World


class_1940 LevelInfo
class_1941 CollisionView


class_1944 LightType
class_1945 ModifiableWorld
class_1946 PortalForcer

class_1948 SpawnHelper

class_1950 ChunkCache

class_1952 MobSpawnerEntry
class_1953 TickPriority





class_1959 Biome
class_1960 Builder


class_1963 Precipitation
class_1964 SpawnEntry

class_1966 BiomeSource





class_1972 BiomeKeys
class_1973 CheckerboardBiomeSource


















class_1992 FixedBiomeSource



class_1996 BrewedPotionCriterion

class_1998 Conditions
class_1999 ChangedDimensionCriterion

class_2001 Conditions
class_2002 ChanneledLightningCriterion

class_2004 Conditions

class_2006 ConstructBeaconCriterion

class_2008 Conditions

class_2010 ConsumeItemCriterion

class_2012 Conditions

class_2014 CuredZombieVillagerCriterion

class_2016 Conditions


class_2019 DamagePredicate
class_2020 Builder

class_2022 DamageSourcePredicate
class_2023 Builder

class_2025 DistancePredicate

class_2027 EffectsChangedCriterion

class_2029 Conditions
class_2030 EnchantedItemCriterion

class_2032 Conditions


class_2035 EnchantmentPredicate

class_2037 EnterBlockCriterion

class_2039 Conditions
class_2040 EntityFlagsPredicate
class_2041 Builder


class_2044 EntityHurtPlayerCriterion

class_2046 Conditions

class_2048 EntityPredicate
class_2049 Builder
class_2050 EntityTypePredicate
class_2051 Tagged
class_2052 Single

class_2054 FilledBucketCriterion

class_2056 Conditions

class_2058 FishingRodHookedCriterion

class_2060 Conditions

class_2062 ImpossibleCriterion
class_2063 Conditions


class_2066 InventoryChangedCriterion

class_2068 Conditions
class_2069 ItemDurabilityChangedCriterion

class_2071 Conditions

class_2073 ItemPredicate
class_2074 Builder

class_2076 KilledByCrossbowCriterion

class_2078 Conditions

class_2080 OnKilledCriterion


class_2083 Conditions

class_2085 LevitationCriterion

class_2087 Conditions


class_2090 LocationPredicate
class_2091 Builder




class_2096 NumberRange
class_2097 Factory
class_2098 CommandFactory
class_2099 FloatRange
class_2100 IntRange

class_2102 EntityEffectPredicate
class_2103 EffectData

class_2105 NbtPredicate


class_2108 TravelCriterion

class_2110 Conditions
class_2111 PlacedBlockCriterion

class_2113 Conditions

class_2115 PlayerHurtEntityCriterion

class_2117 Conditions

class_2119 RecipeUnlockedCriterion

class_2121 Conditions

class_2123 ShotCrossbowCriterion

class_2125 Conditions


class_2128 SummonedEntityCriterion

class_2130 Conditions
class_2131 TameAnimalCriterion

class_2133 Conditions

class_2135 TickCriterion

class_2137 Conditions


class_2140 VillagerTradeCriterion

class_2142 Conditions
class_2143 UsedEnderEyeCriterion

class_2145 Conditions


class_2148 UsedTotemCriterion

class_2150 Conditions

class_2152 FloatRangeArgument



class_2156 TranslatableBuiltInExceptions

class_2158 CommandFunction
class_2159 LazyContainer
class_2160 CommandElement
class_2161 Element
class_2162 FunctionElement

class_2164 CommandException
class_2165 CommandOutput


class_2168 ServerCommandSource
class_2169 TheEndBiomeSource
class_2170 CommandManager
class_2171 CommandParser
class_2172 CommandSource
class_2173 RelativePosition



class_2177 ColorArgumentType
class_2178 TextArgumentType
class_2179 NbtCompoundArgumentType

class_2181 DimensionArgumentType

class_2183 EntityAnchorArgumentType
class_2184 EntityAnchor
class_2185 AbstractBannerBlock
class_2186 EntityArgumentType
class_2187 Serializer
class_2188 EntitySummonArgumentType
class_2189 AirBlock
class_2190 AbstractSkullBlock
class_2191 GameProfileArgumentType
class_2192 GameProfileArgument
class_2193 SelectorBacked
class_2194 EnchantmentArgumentType
class_2195 AttachedStemBlock
class_2196 MessageArgumentType
class_2197 MessageFormat
class_2198 MessageSelector
class_2199 AnvilBlock

class_2201 StatusEffectArgumentType
class_2202 BambooSaplingBlock
class_2203 NbtPathArgumentType
class_2204 AllListElementNode
class_2205 NamedNode
class_2206 IndexedListElementNode
class_2207 FilteredListElementNode
class_2208 FilteredNamedNode
class_2209 NbtPath
class_2210 PathNode
class_2211 BambooBlock
class_2212 NbtElementArgumentType
class_2213 BarrierBlock
class_2214 ScoreboardObjectiveArgumentType
class_2215 BannerBlock
class_2216 ScoreboardCriterionArgumentType
class_2217 DeadCoralBlock
class_2218 OperationArgumentType
class_2219 Operation
class_2220 IntOperator
class_2221 DeadCoralFanBlock
class_2222 DeadCoralWallFanBlock
class_2223 ParticleEffectArgumentType
class_2224 NumberRangeArgumentType
class_2225 FloatRangeArgumentType

class_2227 IntRangeArgumentType


class_2230 CoralParentBlock
class_2231 AbstractPressurePlateBlock
class_2232 IdentifierArgumentType
class_2233 ScoreHolderArgumentType
class_2234 ScoreHolder
class_2235 SelectorScoreHolder
class_2236 Serializer
class_2237 BlockWithEntity
class_2238 BeaconBlock
class_2239 ScoreboardSlotArgumentType
class_2240 ItemSlotArgumentType
class_2241 AbstractRailBlock
class_2242 BeetrootsBlock
class_2243 TeamArgumentType
class_2244 BedBlock
class_2245 TimeArgumentType
class_2246 Blocks
class_2247 BlockStateArgument
class_2248 Block
class_2249 NeighborGroup
class_2250 OffsetType
class_2251 Settings
class_2252 BlockPredicateArgumentType
class_2253 StatePredicate
class_2254 BlockPredicate
class_2255 TagPredicate
class_2256 Fertilizable
class_2257 BlockStateArgumentType
class_2258 BubbleColumnBlock
class_2259 BlockArgumentParser
class_2260 BrewingStandBlock
class_2261 PlantBlock
class_2262 BlockPosArgumentType
class_2263 FluidDrainable
class_2264 ColumnPosArgumentType
class_2265 ColumnPos
class_2266 CactusBlock
class_2267 PosArgument
class_2268 LookingPosArgument
class_2269 AbstractButtonBlock
class_2270 RotationArgumentType
class_2271 CarrotsBlock
class_2272 CakeBlock
class_2273 SwizzleArgumentType
class_2274 Vec2ArgumentType
class_2275 AbstractCauldronBlock
class_2276 CarvedPumpkinBlock
class_2277 Vec3ArgumentType
class_2278 CoordinateArgument
class_2279 ChorusFlowerBlock
class_2280 DefaultPosArgument
class_2281 ChestBlock
class_2282 CocoaBlock
class_2283 ChorusPlantBlock
class_2284 CommandFunctionArgumentType
class_2285 FunctionArgument
class_2286 ComparatorBlock
class_2287 ItemStackArgumentType
class_2288 CommandBlock
class_2289 ConduitBlock
class_2290 ItemStackArgument
class_2291 ItemStringReader
class_2292 ConcretePowderBlock
class_2293 ItemPredicateArgumentType

class_2295 ItemStackPredicateArgument

class_2297 CoralFanBlock
class_2298 CoralBlockBlock
class_2299 CoralWallFanBlock
class_2300 EntitySelector
class_2301 CoralBlock
class_2302 CropBlock
class_2303 EntitySelectorReader
class_2304 CraftingTableBlock

class_2306 EntitySelectorOptions
class_2307 SelectorHandler
class_2308 SelectorOption
class_2309 DaylightDetectorBlock
class_2310 HorizontalConnectingBlock
class_2311 DeadBushBlock
class_2312 AbstractRedstoneGateBlock
class_2313 DetectorRailBlock
class_2314 ArgumentSerializer
class_2315 DispenserBlock
class_2316 ArgumentTypes

class_2318 FacingBlock
class_2319 ConstantArgumentSerializer
class_2320 TallPlantBlock
class_2321 SuggestionProviders
class_2322 LocalProvider
class_2323 DoorBlock

class_2325 DropperBlock
class_2326 DoubleArgumentSerializer
class_2327 FloatArgumentSerializer
class_2328 DragonEggBlock
class_2329 EndGatewayBlock
class_2330 IntegerArgumentSerializer
class_2331 EnchantingTableBlock
class_2332 StringArgumentSerializer
class_2333 EndPortalFrameBlock
class_2334 EndPortalBlock
class_2335 AxisCycleDirection
class_2336 EnderChestBlock
class_2337 RodBlock
class_2338 BlockPos
class_2339 Mutable

class_2341 WallMountedBlock
class_2342 BlockPointer
class_2343 BlockEntityProvider
class_2344 FarmlandBlock
class_2345 BlockPointerImpl
class_2346 FallingBlock
class_2347 ItemDispenserBehavior
class_2348 DefaultedRegistry
class_2349 FenceGateBlock
class_2350 Direction
class_2351 Axis
class_2352 AxisDirection
class_2353 Type
class_2354 FenceBlock
class_2355 EightWayDirection
class_2356 FlowerBlock
class_2357 DispenserBehavior
class_2358 FireBlock
class_2359 IndexedIterable
class_2360 FrostedIceBlock
class_2361 IdList
class_2362 FlowerPotBlock
class_2363 AbstractFurnaceBlock


class_2366 GlazedTerracottaBlock

class_2368 GlassBlock
class_2369 DirtPathBlock
class_2370 SimpleRegistry
class_2371 DefaultedList
class_2372 GrassBlock
class_2373 TransparentBlock
class_2374 Position
class_2375 GravelBlock
class_2376 PositionImpl
class_2377 HopperBlock
class_2378 Registry
class_2379 EulerAngle
class_2380 HayBlock
class_2381 MushroomBlock
class_2382 Vec3i
class_2383 HorizontalFacingBlock
class_2384 InfestedBlock
class_2385 MutableRegistry
class_2386 IceBlock
class_2387 JukeboxBlock
class_2388 BlockStateParticleEffect
